stock_item_name,transcription,attribution,action,db_price_per_piece,pdf_price_per_piece,v2_price_per_piece,db_list_rate,v2_list_rate,page_no,thread_form,size,grade,pack_qty,confidence,reason
HSS TAP 11 X 1.25 BOT TOTEM,,OK,ADD,,,1196.00,,1196.00,5,Metric Coarse,11.0 X 1.00/1.25*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 11 X 1.25 TPR TOTEM,,OK,ADD,,,1196.00,,1196.00,5,Metric Coarse,11.0 X 1.00/1.25*,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 12 X  1.25 BOT TOTEM,,OK,ADD,,,1111.00,,1111.00,5,Metric Coarse,12.0 X 1.00*/1.25/1.50,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 12 X 1 BOT TOTEM,OK,OK,KEEP,1111.00,1111,1111.00,1111.00,1111.00,5,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,1,verified,
HSS TAP 12 X 1 PAIR TOTEM,OK,OK,KEEP,1111.00,1111,1111.00,2222.00,2222.00,5,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,2,verified,
HSS TAP 12 X 1 SEC TOTEM,OK,OK,KEEP,1111.00,1111,1111.00,1111.00,1111.00,5,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,1,verified,
HSS TAP 12 X 1 TPR TOTEM,OK,OK,KEEP,1111.00,1111,1111.00,1111.00,1111.00,5,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,1,review,
HSS TAP 12 X 1.25 PAIR TOTEM,,OK,ADD,,,1111.00,,2222.00,5,Metric Coarse,12.0 X 1.00*/1.25/1.50,Standard,2,verified,matched by v2; not previously seeded
HSS TAP 12 X 1.25 SEC TOTEM,,OK,ADD,,,1111.00,,1111.00,5,Metric Coarse,12.0 X 1.00*/1.25/1.50,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 12 X 1.25 TPR TOTEM,,OK,ADD,,,1111.00,,1111.00,5,Metric Coarse,12.0 X 1.00*/1.25/1.50,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 12 X 1.5 BOT TOTEM,,OK,ADD,,,1111.00,,1111.00,5,Metric Coarse,12.0 X 1.00*/1.25/1.50,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 12 X 1.5 PAIR TOTEM,,OK,ADD,,,1111.00,,2222.00,5,Metric Coarse,12.0 X 1.00*/1.25/1.50,Standard,2,verified,matched by v2; not previously seeded
HSS TAP 12 X 1.5 SEC TOTEM,,OK,ADD,,,1111.00,,1111.00,5,Metric Coarse,12.0 X 1.00*/1.25/1.50,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 12 X 1.5 SPPT TOTEM,,OK,ADD,,,1256.00,,1256.00,5,Metric Coarse,12.0 X 1.00*/1.25/1.50,SPPT,1,verified,matched by v2; not previously seeded
HSS TAP 12 X 1.5 TPR TOTEM,,OK,ADD,,,1111.00,,1111.00,5,Metric Coarse,12.0 X 1.00*/1.25/1.50,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 12 X 1.75  SPPT TOTEM,OK,OK,KEEP,1143.00,1143,1143.00,1143.00,1143.00,4,Metric Coarse,12.0 X 1.75,SPPT,1,verified,
HSS TAP 12 X 1.75 BOT TOTEM,OK,OK,KEEP,947.00,947,947.00,947.00,947.00,4,Metric Coarse,12.0 X 1.75,Standard,1,verified,
HSS TAP 12 X 1.75 SEC TOTEM,OK,OK,KEEP,947.00,947,947.00,947.00,947.00,4,Metric Coarse,12.0 X 1.75,Standard,1,verified,
HSS TAP 12 X 1.75 SERIAL FORM SET TOTEM,OK,OK,KEEP,947.00,947,947.00,2841.00,2841.00,4,Metric Coarse,12.0 X 1.75,Standard,3,review,
HSS TAP 12 X 1.75 SET TOTEM,OK,OK,KEEP,947.00,947,947.00,2841.00,2841.00,4,Metric Coarse,12.0 X 1.75,Standard,3,verified,
HSS TAP 12 X 1.75 SF SET TOTEM,OK,OK,KEEP,1000.00,1000,1000.00,3000.00,3000.00,4,Metric Coarse,12.0 X 1.75,SF/RS,3,verified,
HSS TAP 12 X 1.75 SPPT GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1320.00,1320,,1320.00,,9,Metric Coarse,12.0 X 1.75,SPPT GOLD,1,review,item absent from this project's stock_items
HSS TAP 12 X 1.75 TPR TOTEM,OK,OK,KEEP,947.00,947,947.00,947.00,947.00,4,Metric Coarse,12.0 X 1.75,Standard,1,verified,
HSS TAP 14 X 1 BOT TOTEM,OK,OK,KEEP,1426.00,1426,1426.00,1426.00,1426.00,5,Metric Coarse,14.0 X 1.00,Standard,1,verified,
HSS TAP 14 X 1 PAIR TOTEM,OK,OK,KEEP,1426.00,1426,1426.00,2852.00,2852.00,5,Metric Coarse,14.0 X 1.00,Standard,2,verified,
HSS TAP 14 X 1.25 BOT TOTEM,OK,OK,KEEP,1456.00,1456,1456.00,1456.00,1456.00,5,Metric Coarse,14.0 X 1.25,Standard,1,verified,
HSS TAP 14 X 1.25 PAIR TOTEM,OK,OK,KEEP,1456.00,1456,1456.00,2912.00,2912.00,5,Metric Coarse,14.0 X 1.25,Standard,2,verified,
HSS TAP 14 X 1.25 SET TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1456.00,1456,,4368.00,,5,Metric Coarse,14.0 X 1.25,Standard,3,verified,item absent from this project's stock_items
HSS TAP 14 X 1.25 TPR TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1456.00,1456,,1456.00,,5,Metric Coarse,14.0 X 1.25,Standard,1,review,item absent from this project's stock_items
HSS TAP 14 X 1.5 BOT TOTEM,OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,5,Metric Coarse,14.0 X 1.50,Standard,1,verified,
HSS TAP 14 X 1.5 PAIR TOTEM,OK,OK,KEEP,1381.00,1381,1381.00,2762.00,2762.00,5,Metric Coarse,14.0 X 1.50,Standard,2,verified,
HSS TAP 14 X 1.5 SEC TOTEM,OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,5,Metric Coarse,14.0 X 1.50,Standard,1,verified,
HSS TAP 14 X 1.5 TPR TOTEM,OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,5,Metric Coarse,14.0 X 1.50,Standard,1,verified,
HSS TAP 14 X 2 BOT TOTEM,OK,OK,KEEP,1378.00,1378,1378.00,1378.00,1378.00,4,Metric Coarse,14.0 X 2.00,Standard,1,verified,
HSS TAP 14 X 2 SEC TOTEM,OK,OK,KEEP,1378.00,1378,1378.00,1378.00,1378.00,4,Metric Coarse,14.0 X 2.00,Standard,1,verified,
HSS TAP 14 X 2 SET TOTEM,OK,OK,KEEP,1378.00,1378,1378.00,4134.00,4134.00,4,Metric Coarse,14.0 X 2.00,Standard,3,verified,
HSS TAP 14 X 2 SF SET TOTEM,OK,OK,KEEP,1453.00,1453,1453.00,4359.00,4359.00,4,Metric Coarse,14.0 X 2.00,SF/RS,3,verified,
HSS TAP 14 X 2 SPPT TOTEM,OK,OK,KEEP,1663.00,1663,1663.00,1663.00,1663.00,4,Metric Coarse,14.0 X 2.00,SPPT,1,verified,
HSS TAP 14 X 2 TPR TOTEM,OK,OK,KEEP,1378.00,1378,1378.00,1378.00,1378.00,4,Metric Coarse,14.0 X 2.00,Standard,1,verified,
HSS TAP 16 X 1 BOT TOTEM,OK,OK,KEEP,1426.00,1426,1426.00,1426.00,1426.00,5,Metric Coarse,16.0 X 1.00,Standard,1,verified,
HSS TAP 16 X 1 PAIR TOTEM,OK,OK,KEEP,1426.00,1426,1426.00,2852.00,2852.00,5,Metric Coarse,16.0 X 1.00,Standard,2,verified,
HSS TAP 16 X 1 SEC TOTEM,OK,OK,KEEP,1426.00,1426,1426.00,1426.00,1426.00,5,Metric Coarse,16.0 X 1.00,Standard,1,review,
HSS TAP 16 X 1 TPR TOTEM,OK,OK,KEEP,1426.00,1426,1426.00,1426.00,1426.00,5,Metric Coarse,16.0 X 1.00,Standard,1,review,
HSS TAP 16 X 1.5 BOT TOTEM,OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,5,Metric Coarse,16.0 X 1.50,Standard,1,verified,
HSS TAP 16 X 1.5 PAIR TOTEM,OK,OK,KEEP,1381.00,1381,1381.00,2762.00,2762.00,5,Metric Coarse,16.0 X 1.50,Standard,2,verified,
HSS TAP 16 X 1.5 SEC TOTEM,OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,5,Metric Coarse,16.0 X 1.50,Standard,1,verified,
HSS TAP 16 X 1.5 SET TOTEM,OK,OK,KEEP,1381.00,1381,1381.00,4143.00,4143.00,5,Metric Coarse,16.0 X 1.50,Standard,3,review,
HSS TAP 16 X 1.5 TPR TOTEM,OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,5,Metric Coarse,16.0 X 1.50,Standard,1,verified,
HSS TAP 16 X 2 6G SPPT TOTEM,OK,OK,KEEP,1663.00,1663,1663.00,1663.00,1663.00,4,Metric Coarse,16.0 X 2.00,SPPT,1,review,
HSS TAP 16 X 2 BOT TOTEM,OK,OK,KEEP,1378.00,1378,1378.00,1378.00,1378.00,4,Metric Coarse,16.0 X 2.00,Standard,1,verified,
HSS TAP 16 X 2 GOLD TOTEM,OK,OK,KEEP,1442.00,1442,1442.00,1442.00,1442.00,9,Metric Coarse,16.0 X 2.00,STD GOLD,1,review,
HSS TAP 16 X 2 SEC TOTEM,OK,OK,KEEP,1378.00,1378,1378.00,1378.00,1378.00,4,Metric Coarse,16.0 X 2.00,Standard,1,verified,
HSS TAP 16 X 2 SET TOTEM,OK,OK,KEEP,1378.00,1378,1378.00,4134.00,4134.00,4,Metric Coarse,16.0 X 2.00,Standard,3,verified,
HSS TAP 16 X 2 SF SET TOTEM,OK,OK,KEEP,1453.00,1453,1453.00,4359.00,4359.00,4,Metric Coarse,16.0 X 2.00,SF/RS,3,verified,
HSS TAP 16 X 2 SPPT TOTEM,OK,OK,KEEP,1663.00,1663,1663.00,1663.00,1663.00,4,Metric Coarse,16.0 X 2.00,SPPT,1,verified,
HSS TAP 16 X 2 TPR TOTEM,OK,OK,KEEP,1378.00,1378,1378.00,1378.00,1378.00,4,Metric Coarse,16.0 X 2.00,Standard,1,verified,
HSS TAP 18 X 1 BOT TOTEM,OK,OK,KEEP,2594.00,2594,2594.00,2594.00,2594.00,5,Metric Coarse,18.0 X 1.00/2.00,Standard,1,verified,
HSS TAP 18 X 1 PAIR TOTEM,OK,OK,KEEP,2594.00,2594,2594.00,5188.00,5188.00,5,Metric Coarse,18.0 X 1.00/2.00,Standard,2,verified,
HSS TAP 18 X 1.5 BOT TOTEM,OK,OK,KEEP,2367.00,2367,2367.00,2367.00,2367.00,5,Metric Coarse,18.0 X 1.50,Standard,1,verified,
HSS TAP 18 X 1.5 PAIR TOTEM,OK,OK,KEEP,2367.00,2367,2367.00,4734.00,4734.00,5,Metric Coarse,18.0 X 1.50,Standard,2,verified,
HSS TAP 18 X 1.5 SEC TOTEM,OK,OK,KEEP,2367.00,2367,2367.00,2367.00,2367.00,5,Metric Coarse,18.0 X 1.50,Standard,1,verified,
HSS TAP 18 X 1.5 TPR TOTEM,OK,OK,KEEP,2367.00,2367,2367.00,2367.00,2367.00,5,Metric Coarse,18.0 X 1.50,Standard,1,verified,
HSS TAP 18 X 2 BOT TOTEM,,OK,ADD,,,2594.00,,2594.00,5,Metric Coarse,18.0 X 1.00/2.00*,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 18 X 2 PAIR TOTEM,,OK,ADD,,,2594.00,,5188.00,5,Metric Coarse,18.0 X 1.00/2.00*,Standard,2,verified,matched by v2; not previously seeded
HSS TAP 18 X 2 SEC TOTEM,,OK,ADD,,,2594.00,,2594.00,5,Metric Coarse,18.0 X 1.00/2.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 18 X 2.5 BOT TOTEM,OK,OK,KEEP,2080.00,2080,2080.00,2080.00,2080.00,4,Metric Coarse,18.0 X 2.50,Standard,1,verified,
HSS TAP 18 X 2.5 SEC TOTEM,OK,OK,KEEP,2080.00,2080,2080.00,2080.00,2080.00,4,Metric Coarse,18.0 X 2.50,Standard,1,verified,
HSS TAP 18 X 2.5 SET TOTEM,OK,OK,KEEP,2080.00,2080,2080.00,6240.00,6240.00,4,Metric Coarse,18.0 X 2.50,Standard,3,verified,
HSS TAP 18 X 2.5 SF SET TOTEM,OK,OK,KEEP,2181.00,2181,2181.00,6543.00,6543.00,4,Metric Coarse,18.0 X 2.50,SF/RS,3,review,
HSS TAP 18 X 2.5 TPR TOTEM,OK,OK,KEEP,2080.00,2080,2080.00,2080.00,2080.00,4,Metric Coarse,18.0 X 2.50,Standard,1,review,
HSS TAP 1BA SEC TOTEM,,OK,ADD,,,507.00,,507.00,3,BA,1,Standard,1,review,matched by v2; not previously seeded
HSS TAP 2 BA BOT TOTEM,OK,OK,KEEP,447.00,447,447.00,447.00,447.00,3,BA,2,Standard,1,verified,
HSS TAP 2 UNC BOT TOTEM,OK,WRONG_CELL,PRICE_CORRECTED,17866.00,17866,674.00,17866.00,674.00,3,UNF/UNC,"2""",Standard,1,review,v2 resolves this name to a different cell; see size_system
HSS TAP 2 UNF SET TOTEM,OK,WRONG_CELL,PRICE_CORRECTED,17866.00,17866,674.00,53598.00,2022.00,3,UNF/UNC,"2""",Standard,3,review,v2 resolves this name to a different cell; see size_system
HSS TAP 2 X .4 BOT TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.0 X 0.40,Standard,1,verified,
HSS TAP 2 X .4 SEC TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.0 X 0.40,Standard,1,verified,
HSS TAP 2 X .4 SET TOTEM,OK,OK,KEEP,643.00,643,643.00,1929.00,1929.00,4,Metric Coarse,2.0 X 0.40,Standard,3,verified,
HSS TAP 2 X .4 SPPT TOTEM,OK,OK,KEEP,760.00,760,760.00,760.00,760.00,4,Metric Coarse,2.0 X 0.40,SPPT,1,review,
HSS TAP 2 X .4 TPR TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.0 X 0.40,Standard,1,verified,
"HSS TAP 2"" BSP BOT TOTEM",OK,OK,KEEP,17648.00,17648,17648.00,17648.00,17648.00,3,BSP,"2""",Standard,1,verified,
"HSS TAP 2"" BSP PAIR TOTEM",OK,OK,KEEP,17648.00,17648,17648.00,35296.00,35296.00,3,BSP,"2""",Standard,2,verified,
"HSS TAP 2"" BSP TPR TOTEM",OK,OK,KEEP,17648.00,17648,17648.00,17648.00,17648.00,3,BSP,"2""",Standard,1,review,
"HSS TAP 2"" BSW BOT TOTEM",OK,OK,KEEP,17866.00,17866,17866.00,17866.00,17866.00,3,BSW/BSF,"2""",Standard,1,review,
"HSS TAP 2"" BSW SEC TOTEM",OK,OK,KEEP,17866.00,17866,17866.00,17866.00,17866.00,3,BSW/BSF,"2""",Standard,1,review,
"HSS TAP 2"" BSW SET TOTEM",OK,OK,KEEP,17866.00,17866,17866.00,53598.00,53598.00,3,BSW/BSF,"2""",Standard,3,review,
"HSS TAP 2"" BSW TPR TOTEM",OK,OK,KEEP,17866.00,17866,17866.00,17866.00,17866.00,3,BSW/BSF,"2""",Standard,1,review,
"HSS TAP 2"" NPT BOT TOTEM",OK,OK,KEEP,23056.00,23056,23056.00,23056.00,23056.00,3,NPT,"2""",Standard,1,verified,
"HSS TAP 2"" NPT TPR TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,23056.00,23056,,23056.00,,3,NPT,"2""",Standard,1,review,item absent from this project's stock_items
"HSS TAP 2"" UNC SET TOTEM",OK,OK,KEEP,17866.00,17866,17866.00,53598.00,53598.00,3,UNF/UNC,"2""",Standard,3,review,
"HSS TAP 2"" UNF SET TOTEM",OK,OK,KEEP,17866.00,17866,17866.00,53598.00,53598.00,3,UNF/UNC,"2""",Standard,3,review,
HSS TAP 2.2 X .45 BOT TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.2 X 0.45,Standard,1,verified,
HSS TAP 2.2 X .45 SEC TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.2 X 0.45,Standard,1,verified,
HSS TAP 2.2 X .45 SET TOTEM,OK,OK,KEEP,643.00,643,643.00,1929.00,1929.00,4,Metric Coarse,2.2 X 0.45,Standard,3,verified,
HSS TAP 2.2 X .45 SPPT TOTEM,OK,OK,KEEP,760.00,760,760.00,760.00,760.00,4,Metric Coarse,2.2 X 0.45,SPPT,1,review,
HSS TAP 2.2 X .45 TPR TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.2 X 0.45,Standard,1,verified,
HSS TAP 2.3 X .4 BOT TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.3 X 0.40,Standard,1,verified,
HSS TAP 2.3 X .4 SET TOTEM,OK,OK,KEEP,643.00,643,643.00,1929.00,1929.00,4,Metric Coarse,2.3 X 0.40,Standard,3,verified,
HSS TAP 2.5 X .45 SEC TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.5 X 0.45,Standard,1,verified,
HSS TAP 2.5 X .45 SET TOTEM,OK,OK,KEEP,643.00,643,643.00,1929.00,1929.00,4,Metric Coarse,2.5 X 0.45,Standard,3,verified,
HSS TAP 2.5 X .45 SPPT TOTEM,OK,OK,KEEP,760.00,760,760.00,760.00,760.00,4,Metric Coarse,2.5 X 0.45,SPPT,1,verified,
HSS TAP 2.5 X .45 TPR TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.5 X 0.45,Standard,1,verified,
HSS TAP 2.6 X .45 BOT TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.6 X 0.45,Standard,1,review,
HSS TAP 2.6 X .45 SEC TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.6 X 0.45,Standard,1,review,
HSS TAP 2.6 X .45 SET TOTEM,OK,OK,KEEP,643.00,643,643.00,1929.00,1929.00,4,Metric Coarse,2.6 X 0.45,Standard,3,review,
HSS TAP 2.6 X .45 SPPT TOTEM,OK,OK,KEEP,760.00,760,760.00,760.00,760.00,4,Metric Coarse,2.6 X 0.45,SPPT,1,review,
HSS TAP 2.6 X .45 TPR TOTEM,OK,OK,KEEP,643.00,643,643.00,643.00,643.00,4,Metric Coarse,2.6 X 0.45,Standard,1,review,
HSS TAP 20 X 1 BOT TOTEM,OK,OK,KEEP,2985.00,2985,2985.00,2985.00,2985.00,5,Metric Coarse,20.0 X 1.00/2.00,Standard,1,review,
HSS TAP 20 X 1 PAIR TOTEM,OK,OK,KEEP,2985.00,2985,2985.00,5970.00,5970.00,5,Metric Coarse,20.0 X 1.00/2.00,Standard,2,review,
HSS TAP 20 X 1 SEC TOTEM,OK,OK,KEEP,2985.00,2985,2985.00,2985.00,2985.00,5,Metric Coarse,20.0 X 1.00/2.00,Standard,1,review,
HSS TAP 20 X 1.5 BOT TOTEM,OK,OK,KEEP,2996.00,2996,2996.00,2996.00,2996.00,5,Metric Coarse,20.0 X 1.50,Standard,1,verified,
HSS TAP 20 X 1.5 PAIR TOTEM,OK,OK,KEEP,2996.00,2996,2996.00,5992.00,5992.00,5,Metric Coarse,20.0 X 1.50,Standard,2,verified,
HSS TAP 20 X 1.5 SEC TOTEM,OK,OK,KEEP,2996.00,2996,2996.00,2996.00,2996.00,5,Metric Coarse,20.0 X 1.50,Standard,1,verified,
HSS TAP 20 X 1.5 TPR TOTEM,OK,OK,KEEP,2996.00,2996,2996.00,2996.00,2996.00,5,Metric Coarse,20.0 X 1.50,Standard,1,verified,
HSS TAP 20 X 2 BOT TOTEM,,OK,ADD,,,2985.00,,2985.00,5,Metric Coarse,20.0 X 1.00/2.00*,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 20 X 2 PAIR TOTEM,,OK,ADD,,,2985.00,,5970.00,5,Metric Coarse,20.0 X 1.00/2.00*,Standard,2,verified,matched by v2; not previously seeded
HSS TAP 20 X 2 SEC TOTEM,,OK,ADD,,,2985.00,,2985.00,5,Metric Coarse,20.0 X 1.00/2.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 20 X 2 TPR TOTEM,,OK,ADD,,,2985.00,,2985.00,5,Metric Coarse,20.0 X 1.00/2.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 20 X 2.5 BOT TOTEM,OK,OK,KEEP,2652.00,2652,2652.00,2652.00,2652.00,4,Metric Coarse,20.0 X 2.50,Standard,1,verified,
HSS TAP 20 X 2.5 GOLD TOTEM,OK,OK,KEEP,3388.00,3388,3388.00,3388.00,3388.00,9,Metric Coarse,20.0 X 2.50,STD GOLD,1,review,
HSS TAP 20 X 2.5 SEC GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,3388.00,3388,,3388.00,,9,Metric Coarse,20.0 X 2.50,STD GOLD,1,review,item absent from this project's stock_items
HSS TAP 20 X 2.5 SEC TOTEM,OK,OK,KEEP,2652.00,2652,2652.00,2652.00,2652.00,4,Metric Coarse,20.0 X 2.50,Standard,1,verified,
HSS TAP 20 X 2.5 SET TOTEM,OK,OK,KEEP,2652.00,2652,2652.00,7956.00,7956.00,4,Metric Coarse,20.0 X 2.50,Standard,3,verified,
HSS TAP 20 X 2.5 SF SET TOTEM,OK,OK,KEEP,2784.00,2784,2784.00,8352.00,8352.00,4,Metric Coarse,20.0 X 2.50,SF/RS,3,review,
HSS TAP 20 X 2.5 TPR TOTEM,OK,OK,KEEP,2652.00,2652,2652.00,2652.00,2652.00,4,Metric Coarse,20.0 X 2.50,Standard,1,verified,
HSS TAP 22 X 1 BOT TOTEM,OK,OK,KEEP,3516.00,3516,3516.00,3516.00,3516.00,5,Metric Coarse,22.0 X 1.00/2.00,Standard,1,verified,
HSS TAP 22 X 1 PAIR TOTEM,OK,OK,KEEP,3516.00,3516,3516.00,7032.00,7032.00,5,Metric Coarse,22.0 X 1.00/2.00,Standard,2,review,
HSS TAP 22 X 1.5 BOT TOTEM,OK,OK,KEEP,3264.00,3264,3264.00,3264.00,3264.00,5,Metric Coarse,22.0 X 1.50,Standard,1,verified,
HSS TAP 22 X 1.5 PAIR TOTEM,OK,OK,KEEP,3264.00,3264,3264.00,6528.00,6528.00,5,Metric Coarse,22.0 X 1.50,Standard,2,verified,
HSS TAP 22 X 1.5 SEC TOTEM,OK,OK,KEEP,3264.00,3264,3264.00,3264.00,3264.00,5,Metric Coarse,22.0 X 1.50,Standard,1,verified,
HSS TAP 22 X 1.5 TPR TOTEM,OK,OK,KEEP,3264.00,3264,3264.00,3264.00,3264.00,5,Metric Coarse,22.0 X 1.50,Standard,1,verified,
HSS TAP 22 X 2 BOT TOTEM,,OK,ADD,,,3516.00,,3516.00,5,Metric Coarse,22.0 X 1.00/2.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 22 X 2 PAIR TOTEM,,OK,ADD,,,3516.00,,7032.00,5,Metric Coarse,22.0 X 1.00/2.00*,Standard,2,review,matched by v2; not previously seeded
HSS TAP 22 X 2 TPR TOTEM,,OK,ADD,,,3516.00,,3516.00,5,Metric Coarse,22.0 X 1.00/2.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 22 X 2.5 BOT TOTEM,OK,OK,KEEP,2843.00,2843,2843.00,2843.00,2843.00,4,Metric Coarse,22.0 X 2.50,Standard,1,verified,
HSS TAP 22 X 2.5 GOLD TOTEM,OK,OK,KEEP,3293.00,3293,3293.00,3293.00,3293.00,9,Metric Coarse,22.0 X 2.50,STD GOLD,1,review,
HSS TAP 22 X 2.5 SEC GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,3293.00,3293,,3293.00,,9,Metric Coarse,22.0 X 2.50,STD GOLD,1,review,item absent from this project's stock_items
HSS TAP 22 X 2.5 SEC TOTEM,OK,OK,KEEP,2843.00,2843,2843.00,2843.00,2843.00,4,Metric Coarse,22.0 X 2.50,Standard,1,verified,
HSS TAP 22 X 2.5 SET TOTEM,OK,OK,KEEP,2843.00,2843,2843.00,8529.00,8529.00,4,Metric Coarse,22.0 X 2.50,Standard,3,verified,
HSS TAP 24 X 1.5 BOT TOTEM,OK,OK,KEEP,3573.00,3573,3573.00,3573.00,3573.00,5,Metric Coarse,24.0 X 1.50,Standard,1,verified,
HSS TAP 24 X 1.5 PAIR TOTEM,OK,OK,KEEP,3573.00,3573,3573.00,7146.00,7146.00,5,Metric Coarse,24.0 X 1.50,Standard,2,verified,
HSS TAP 24 X 1.5 SEC TOTEM,OK,OK,KEEP,3573.00,3573,3573.00,3573.00,3573.00,5,Metric Coarse,24.0 X 1.50,Standard,1,verified,
HSS TAP 24 X 1.5 TPR TOTEM,OK,OK,KEEP,3573.00,3573,3573.00,3573.00,3573.00,5,Metric Coarse,24.0 X 1.50,Standard,1,review,
HSS TAP 24 X 2 BOT TOTEM,OK,OK,KEEP,3554.00,3554,3554.00,3554.00,3554.00,5,Metric Coarse,24.0 X 2.00,Standard,1,verified,
HSS TAP 24 X 2 PAIR TOTEM,OK,OK,KEEP,3554.00,3554,3554.00,7108.00,7108.00,5,Metric Coarse,24.0 X 2.00,Standard,2,verified,
HSS TAP 24 X 2 SEC TOTEM,OK,OK,KEEP,3554.00,3554,3554.00,3554.00,3554.00,5,Metric Coarse,24.0 X 2.00,Standard,1,review,
HSS TAP 24 X 3 BOT TOTEM,OK,OK,KEEP,3167.00,3167,3167.00,3167.00,3167.00,4,Metric Coarse,24.0 X 3.00,Standard,1,verified,
HSS TAP 24 X 3 GOLD TOTEM,OK,OK,KEEP,3719.00,3719,3719.00,3719.00,3719.00,9,Metric Coarse,24.0 X 3.00,STD GOLD,1,review,
HSS TAP 24 X 3 SEC TOTEM,OK,OK,KEEP,3167.00,3167,3167.00,3167.00,3167.00,4,Metric Coarse,24.0 X 3.00,Standard,1,verified,
HSS TAP 24 X 3 SET TOTEM,OK,OK,KEEP,3167.00,3167,3167.00,9501.00,9501.00,4,Metric Coarse,24.0 X 3.00,Standard,3,verified,
HSS TAP 24 X 3 SF SET TOTEM,OK,OK,KEEP,3321.00,3321,3321.00,9963.00,9963.00,4,Metric Coarse,24.0 X 3.00,SF/RS,3,review,
HSS TAP 24 X 3 TPR TOTEM,OK,OK,KEEP,3167.00,3167,3167.00,3167.00,3167.00,4,Metric Coarse,24.0 X 3.00,Standard,1,verified,
HSS TAP 25 X 1 BOT TOTEM,OK,OK,KEEP,3783.00,3783,3783.00,3783.00,3783.00,5,Metric Coarse,25.0 X 1.00/1.50,Standard,1,verified,
HSS TAP 25 X 1 PAIR TOTEM,OK,OK,KEEP,3783.00,3783,3783.00,7566.00,7566.00,5,Metric Coarse,25.0 X 1.00/1.50,Standard,2,review,
HSS TAP 25 X 1.5 BOT TOTEM,,OK,ADD,,,3783.00,,3783.00,5,Metric Coarse,25.0 X 1.00/1.50*,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 25 X 1.5 PAIR TOTEM,,OK,ADD,,,3783.00,,7566.00,5,Metric Coarse,25.0 X 1.00/1.50*,Standard,2,verified,matched by v2; not previously seeded
HSS TAP 25 X 3 BOT TOTEM,OK,OK,KEEP,3862.00,3862,3862.00,3862.00,3862.00,4,Metric Coarse,25.0 X 3.00,Standard,1,review,
HSS TAP 25 X 3 SEC TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,3862.00,3862,,3862.00,,4,Metric Coarse,25.0 X 3.00,Standard,1,review,item absent from this project's stock_items
